小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 九阙府洋房, 南岸 , 南岸其他 ,200万, 4室2厅2卫 ,145平米, 13793元/平米 ,西南,顶层,中装修,https://cq.esf.fang.com/chushou/3_204812989.html
 万科锦绣滨江, 渝中 , 化龙桥 ,1100万, 4室3厅4卫 ,294平米, 37415元/平米 ,东北,高层,精装修,https://cq.esf.fang.com/chushou/3_204815795.html
 高科江澜二期, 渝北 , 礼嘉 ,268万, 2室2厅3卫 ,145.27平米, 18448元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204854423.html
 逸翠庄园三期, 渝北 , 汽博中心 ,175万, 4室2厅3卫 ,170平米, 10294元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/10_204916623.html
 龙湖两江新宸云麓, 渝北 , 礼嘉 ,320万, 4室2厅2卫 ,140.86平米, 22718元/平米 ,西北,顶层,精装修,https://cq.esf.fang.com/chushou/3_204892709.html
 阳光城天澜道11号, 江北 , 江北嘴 ,365万, 4室2厅3卫 ,211平米, 17299元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204903760.html
 重庆·融创壹号院, 渝北 , 大竹林 ,303万, 4室2厅2卫 ,168.04平米, 18031元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204901349.html
 庆隆南山高尔夫国际社区钻石岛, 南岸 , 茶园新区 ,230万, 4室3厅2卫 ,239.7平米, 9595元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204840250.html
 恒大御龙天峰, 江北 , 北滨路 ,220万, 4室2厅2卫 ,141.19平米, 15582元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204908330.html
 公园大道上峯, 渝北 , 中央公园 ,670万, 5室2厅4卫 ,293.36平米, 22839元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204719051.html
 招商江湾城, 江北 , 北滨路 ,236万, 4室2厅2卫 ,156.77平米, 15054元/平米 ,东北,中层,中装修,https://cq.esf.fang.com/chushou/3_204787254.html
 香港置地壹号半岛, 渝北 , 照母山 ,665万, 3室2厅3卫 ,177.5平米, 37465元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204850205.html
 中交中央公园美麓, 渝北 , 中央公园 ,124万, 3室2厅2卫 ,92平米, 13478元/平米 ,西南,低层,精装修,https://cq.esf.fang.com/chushou/3_204892932.html
 棕榈泉悦江国际, 渝北 , 悦来 ,471万, 4室2厅3卫 ,302平米, 15596元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204880959.html
 天邻风景, 渝北 , 加州新牌坊 ,103万, 3室2厅2卫 ,117.11平米, 8795元/平米 ,东,低层,中装修,https://cq.esf.fang.com/chushou/3_204845635.html
 约克郡.禧悦, 渝北 , 照母山 ,264万, 4室2厅2卫 ,131.6平米, 20061元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204786598.html
 金科太阳海岸, 江北 , 寸滩 ,330万, 5室3厅6卫 ,378.31平米, 8723元/平米 ,南, 底层 ,简装修,https://cq.esf.fang.com/chushou/10_204751440.html
 保利堂悦薇园, 南岸 , 茶园新区 ,208万, 4室2厅2卫 ,157.23平米, 13229元/平米 ,东北,中层,中装修,https://cq.esf.fang.com/chushou/3_204852098.html
 和泓江山国际, 渝中 , 黄沙溪 ,150万, 4室2厅2卫 ,108平米, 13889元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204869405.html
 阳光城天澜道11号, 江北 , 江北嘴 ,365万, 4室2厅3卫 ,211平米, 17299元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204918383.html
 约克郡壹号湖畔别墅, 渝北 , 照母山 ,3150万, 4室2厅7卫 ,969.47平米, 32492元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204849255.html
 蓝光悦江府, 渝北 , 悦来 ,110万, 4室2厅2卫 ,139.41平米, 7890元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204899853.html
 华润二十四城, 九龙坡 , 杨家坪 ,239万, 4室2厅2卫 ,138平米, 17319元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204850123.html
 金鹏金嶺, 渝北 , 照母山 ,159万, 3室2厅2卫 ,126.92平米, 12528元/平米 ,东北,低层,精装修,https://cq.esf.fang.com/chushou/3_204917788.html
 望江府江上128, 渝北 , 悦来 ,199万, 4室2厅3卫 ,197.72平米, 10065元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204880963.html
 中交中央公园蔚蓝天镜, 渝北 , 中央公园 ,148万, 4室2厅2卫 ,126.89平米, 11664元/平米 ,东北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204897275.html
 华美翡丽山, 江北 , 石马河 ,220万, 4室2厅2卫 ,122.02平米, 18030元/平米 ,北,中层,精装修,https://cq.esf.fang.com/chushou/3_204858949.html
 中海阅江阁, 南岸 , 南滨路 ,81万, 2室2厅1卫 ,83平米, 9759元/平米 ,南,中层,中装修,https://cq.esf.fang.com/chushou/3_204913808.html
 公园大道上峯, 渝北 , 中央公园 ,272.8万, 4室2厅2卫 ,168.06平米, 16232元/平米 ,北,低层,精装修,https://cq.esf.fang.com/chushou/3_204865702.html
 公园大道上峯, 渝北 , 中央公园 ,318万, 4室2厅2卫 ,168平米, 18929元/平米 ,南,低层,豪华装修,https://cq.esf.fang.com/chushou/3_204904892.html
 恒大御龙天峰, 江北 , 北滨路 ,595万, 4室2厅5卫 ,329.65平米, 18049元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204904569.html
 春风城市心筑, 渝北 , 冉家坝 ,94万, 1室2厅1卫 ,60.19平米, 15617元/平米 ,北,中层,精装修,https://cq.esf.fang.com/chushou/3_204844224.html
 碧桂园中俊天玺别墅, 渝北 , 照母山 ,520万, 5室2厅4卫 ,246.92平米, 21059元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204908969.html
 招商江湾城, 江北 , 北滨路 ,240万, 3室2厅2卫 ,141.69平米, 16938元/平米 ,西南,低层,精装修,https://cq.esf.fang.com/chushou/3_204882816.html
 北大资源燕南, 九龙坡 , 大堰 ,130万, 4室2厅3卫 ,101平米, 12871元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204914441.html
 中国铁建西派城, 江北 , 海尔路 ,304万, 4室3厅2卫 ,186.53平米, 16298元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204863095.html
 中国铁建西派城, 江北 , 海尔路 ,345万, 5室2厅4卫 ,243.79平米, 14152元/平米 ,北,中层,精装修,https://cq.esf.fang.com/chushou/3_204891107.html
 北大资源博雅二期, 渝北 , 照母山 ,103万, 2室2厅1卫 ,61.95平米, 16626元/平米 ,南,高层,中装修,https://cq.esf.fang.com/chushou/3_204844241.html
 南方碧水康桥, 渝北 , 回兴 ,189万, 4室2厅3卫 ,135平米, 14000元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_202925608.html
 北大资源博雅四期, 渝北 , 照母山 ,180万, 4室2厅2卫 ,116.78平米, 15414元/平米 ,东南,高层,精装修,https://cq.esf.fang.com/chushou/3_204903756.html
 御璟湖山璟时南, 渝北 , 礼嘉 ,170万, 4室2厅2卫 ,129.95平米, 13082元/平米 ,南北,高层,毛坯,https://cq.esf.fang.com/chushou/3_204835017.html
 欧街92, 江北 , 观音桥 ,103万, 1室1厅1卫 ,62平米, 16613元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204907701.html
 华侨城·云溪别院二期, 渝北 , 礼嘉 ,155万, 4室2厅2卫 ,138.88平米, 11161元/平米 ,东,顶层,毛坯,https://cq.esf.fang.com/chushou/3_204861744.html
 中粮中央公园祥云, 渝北 , 中央公园 ,216万, 4室2厅2卫 ,147.8平米, 14614元/平米 ,南北,低层,毛坯,https://cq.esf.fang.com/chushou/3_204901737.html
 爱丁堡, 渝北 , 花卉园 ,90万, 3室2厅2卫 ,146平米, 6164元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204859881.html
 融科橡树澜湾, 渝北 , 鸳鸯 ,666万, 5室3厅3卫 ,282平米, 23617元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204885658.html
 龙湖昱湖壹号萃峯, 渝北 , 礼嘉 ,270万, 4室2厅2卫 ,156.98平米, 17200元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204866633.html
 中渝山顶道壹号, 渝北 , 黄泥磅 ,90万, 2室2厅1卫 ,75.02平米, 11997元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204854434.html
 康桥融府别墅, 渝北 , 照母山 ,315万, 4室2厅3卫 ,130.43平米, 24151元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/10_204219351.html
 保利山庄洋房, 江北 , 鸿恩寺 ,207万, 4室2厅2卫 ,154平米, 13442元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204864909.html
 重庆·融创壹号院, 渝北 , 大竹林 ,280万, 4室2厅2卫 ,141.59平米, 19775元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204892742.html
 公园大道上府, 渝北 , 中央公园 ,500万, 3室3厅4卫 ,353.18平米, 14157元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204869578.html
 和泓江山国际, 渝中 , 黄沙溪 ,100万, 2室1厅1卫 ,74.8平米, 13369元/平米 ,西北,中层,精装修,https://cq.esf.fang.com/chushou/3_204871328.html
 北大资源海樾府D区, 江北 , 寸滩 ,75万, 3室2厅1卫 ,80.32平米, 9338元/平米 ,东北,低层,精装修,https://cq.esf.fang.com/chushou/3_204881801.html
 华侨城云澜, 渝北 , 礼嘉 ,380万, 4室2厅2卫 ,162.85平米, 23334元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204916676.html
 天江鼎城雅园, 渝北 , 龙头寺 ,132万, 3室2厅2卫 ,138.5平米, 9531元/平米 ,东南,低层,精装修,https://cq.esf.fang.com/chushou/3_204899589.html
 雅居乐滨爵府, 渝北 , 礼嘉 ,173万, 4室2厅2卫 ,136平米, 12721元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204738651.html
 鲁能九龙花园, 九龙坡 , 蟠龙 ,95万, 3室2厅2卫 ,91.79平米, 10350元/平米 ,东南,高层,精装修,https://cq.esf.fang.com/chushou/3_204899291.html
 江与城江城时光, 渝北 , 大竹林 ,123.6万, 3室2厅2卫 ,95平米, 13011元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204880342.html
 万科颐府, 渝北 , 照母山 ,699万, 7室3厅7卫 ,382.55平米, 18272元/平米 ,南, 底层 ,豪华装修,https://cq.esf.fang.com/chushou/10_204888176.html
 中海紫御江山熙岸, 江北 , 江北嘴 ,235万, 3室2厅2卫 ,135平米, 17407元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204901129.html
 中交中央公园和颂, 渝北 , 中央公园 ,120万, 3室2厅2卫 ,104.18平米, 11519元/平米 ,西南,低层,精装修,https://cq.esf.fang.com/chushou/3_204914075.html
 恒大照母山山水城, 渝北 , 照母山 ,97万, 3室2厅1卫 ,88.8平米, 10923元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204882857.html
 首钢美利山别墅, 渝北 , 汽博中心 ,416万, 5室2厅4卫 ,248平米, 16774元/平米 ,南, 底层 ,豪华装修,https://cq.esf.fang.com/chushou/10_204899527.html
 十里长江, 南岸 , 南滨路 ,453.2万, 4室2厅3卫 ,191.04平米, 23723元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204874268.html
 庆隆南山高尔夫柏翠庄, 南岸 , 茶园新区 ,510万, 4室3厅6卫 ,395平米, 12911元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/10_204851926.html
 绿城晓风印月, 渝北 , 礼嘉 ,368万, 4室3厅3卫 ,184.01平米, 19999元/平米 ,南,顶层,豪华装修,https://cq.esf.fang.com/chushou/3_204879382.html
 金科九曲河, 渝北 , 礼嘉 ,680万, 7室2厅5卫 ,413.22平米, 16456元/平米 ,东南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204795556.html
 复地上城, 渝北 , 汽博中心 ,105万, 2室2厅1卫 ,95.39平米, 11007元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204882984.html
 公园大道, 渝北 , 中央公园 ,640万, 5室3厅4卫 ,292平米, 21918元/平米 ,西,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204895735.html
 常青藤, 渝北 , 农业园区 ,1280万, 5室2厅5卫 ,371.86平米, 34422元/平米 ,南, 底层 ,豪华装修,https://cq.esf.fang.com/chushou/10_204892202.html
 力帆红星国际广场紫郡, 渝北 , 照母山 ,148万, 3室2厅2卫 ,114.1平米, 12971元/平米 ,东南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204786963.html
 龙湖舜山府, 渝北 , 照母山 ,498万, 4室2厅3卫 ,228.12平米, 21831元/平米 ,南,中层,简装修,https://cq.esf.fang.com/chushou/3_204902015.html
 半山七号, 九龙坡 , 六店子 ,60万, 2室2厅1卫 ,76平米, 7895元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204843604.html
 龙湖两江新宸嘉玺, 渝北 , 礼嘉 ,330万, 4室2厅4卫 ,219.56平米, 15030元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204881093.html
 万科金色悦城五期, 沙坪坝 , 凤天路 ,120万, 3室2厅1卫 ,79平米, 15190元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204912245.html
 国美江天御府, 江北 , 北滨路 ,170万, 2室2厅2卫 ,107平米, 15888元/平米 ,南,中层,中装修,https://cq.esf.fang.com/chushou/3_204893937.html
 招商江湾城, 江北 , 北滨路 ,240万, 3室2厅2卫 ,141.69平米, 16938元/平米 ,西南,低层,精装修,https://cq.esf.fang.com/chushou/3_204882816.html
 融创康桥融府, 渝北 , 照母山 ,325万, 4室2厅3卫 ,142.67平米, 22780元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204493725.html
 北大资源博雅四期, 渝北 , 照母山 ,280万, 4室2厅2卫 ,131.94平米, 21222元/平米 ,东北,顶层,精装修,https://cq.esf.fang.com/chushou/3_204802974.html
 华侨城·云溪别院二期, 渝北 , 礼嘉 ,118万, 4室2厅2卫 ,137.63平米, 8574元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204899856.html
 卓越皇后道, 江北 , 五红路 ,197.8万, 4室2厅2卫 ,128.52平米, 15391元/平米 ,东,低层,精装修,https://cq.esf.fang.com/chushou/3_204908913.html
 保利爱尚里尚彩, 九龙坡 , 石坪桥 ,107.1万, 4室2厅2卫 ,107平米, 10009元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204870327.html
 长嘉汇一期, 南岸 , 南滨路 ,203万, 4室2厅2卫 ,149平米, 13624元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204884912.html
 融创国博领馆三期, 渝北 , 悦来 ,115.8万, 4室2厅2卫 ,164.77平米, 7028元/平米 ,东,低层,精装修,https://cq.esf.fang.com/chushou/3_204881679.html
 万科颐府, 渝北 , 照母山 ,380万, 4室3厅4卫 ,300平米, 12667元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204872538.html
 望江府江上128, 渝北 , 悦来 ,199万, 4室2厅3卫 ,197.72平米, 10065元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204880963.html
 寰宇天下天玺, 江北 , 江北嘴 ,296万, 3室2厅2卫 ,152.58平米, 19400元/平米 ,东,低层,精装修,https://cq.esf.fang.com/chushou/3_204914334.html
 欧街92, 江北 , 观音桥 ,210万, 2室2厅2卫 ,83.07平米, 25280元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204905429.html
 江北嘴·公园里, 渝北 , 龙头寺 ,266万, 4室2厅2卫 ,152.31平米, 17464元/平米 ,东北,低层,精装修,https://cq.esf.fang.com/chushou/3_204911881.html
 雍江翠湖, 渝中 , 化龙桥 ,139万, 2室2厅1卫 ,107平米, 12991元/平米 ,东南,高层,精装修,https://cq.esf.fang.com/chushou/3_204864964.html
 鲁能泰山7号五街区, 渝北 , 中央公园 ,119万, 3室2厅2卫 ,95.91平米, 12407元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204848289.html
 林山郡, 渝北 , 礼嘉 ,220万, 4室2厅2卫 ,147.2平米, 14946元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204711923.html
 龙湖两江新宸森屿, 渝北 , 礼嘉 ,240万, 4室2厅2卫 ,156.06平米, 15379元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204908391.html
 重庆·融创壹号院, 渝北 , 大竹林 ,195万, 4室2厅2卫 ,138.34平米, 14096元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204784979.html
 华侨城·云麓台, 渝北 , 礼嘉 ,220万, 4室0厅2卫 ,172.29平米, 12769元/平米 ,东北, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204779982.html
 万科悦湾, 江北 , 石马河 ,155万, 4室2厅2卫 ,147.24平米, 10527元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204850570.html
 恒大御龙天峰, 江北 , 北滨路 ,300万, 3室2厅2卫 ,162.82平米, 18425元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204917498.html
 融景城郦苑, 江北 , 建东路 ,255万, 3室2厅2卫 ,174平米, 14655元/平米 ,南,高层,豪华装修,https://cq.esf.fang.com/chushou/3_204795469.html
 洋丰圣乔维斯, 渝北 , 照母山 ,218万, 4室2厅2卫 ,178平米, 12247元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204862114.html
 财信北岸江山北区, 江北 , 北滨路 ,148万, 3室2厅2卫 ,123.84平米, 11951元/平米 ,北,高层,精装修,https://cq.esf.fang.com/chushou/3_204894980.html
 龙湖康田麓宸别墅, 南岸 , 茶园新区 ,220万, 3室2厅3卫 ,173.47平米, 12682元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204900956.html
 中交中央公园, 渝北 , 中央公园 ,238万, 4室2厅2卫 ,122.47平米, 19433元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204790966.html
 珊瑚水岸, 南岸 , 南滨路 ,412万, 6室2厅3卫 ,293.14平米, 14055元/平米 ,北,顶层,精装修,https://cq.esf.fang.com/chushou/3_204886727.html
 恒大华府, 渝北 , 照母山 ,168万, 3室2厅2卫 ,125平米, 13440元/平米 ,北,低层,精装修,https://cq.esf.fang.com/chushou/3_204889603.html
 渝安龙都, 渝北 , 冉家坝 ,101万, 3室2厅2卫 ,100平米, 10100元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204901046.html
 中交中央公园嘉颂, 渝北 , 中央公园 ,222万, 4室2厅2卫 ,144.79平米, 15333元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204906759.html
 绿城晓风印月, 渝北 , 礼嘉 ,225万, 4室2厅2卫 ,143.62平米, 15666元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204872117.html
 高科江澜二期, 渝北 , 礼嘉 ,248万, 4室2厅3卫 ,160平米, 15500元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/10_204915223.html
 龙湖昱湖壹号萃峯, 渝北 , 礼嘉 ,208万, 4室2厅2卫 ,135.73平米, 15325元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204866621.html
 首创鸿恩国际生活区, 江北 , 鸿恩寺 ,99.9万, 2室2厅1卫 ,79平米, 12646元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204905646.html
 恒大御府, 渝北 , 照母山 ,199万, 3室2厅2卫 ,131.68平米, 15112元/平米 ,西南,中层,精装修,https://cq.esf.fang.com/chushou/3_204867716.html
 融创国博领馆, 渝北 , 悦来 ,66万, 2室2厅1卫 ,80.44平米, 8205元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204890269.html
 朵力迎宾大道, 大渡口 , 双山 ,82.4万, 3室2厅1卫 ,90.58平米, 9097元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204915856.html
 华侨城云溪别院一期, 渝北 , 礼嘉 ,258万, 4室2厅2卫 ,139.53平米, 18491元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204896326.html
 万科金域蓝湾高层, 渝北 , 农业园区 ,125万, 3室2厅2卫 ,100平米, 12500元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204857444.html
 中国铁建西派城, 江北 , 海尔路 ,295万, 4室2厅2卫 ,176.61平米, 16703元/平米 ,东北,中层,精装修,https://cq.esf.fang.com/chushou/3_204835099.html
 恒大照母山山水城, 渝北 , 照母山 ,80万, 2室2厅1卫 ,80.73平米, 9910元/平米 ,东南,低层,中装修,https://cq.esf.fang.com/chushou/3_204844245.html
 龙湖昱湖壹号萃峯, 渝北 , 礼嘉 ,248万, 4室2厅2卫 ,166.75平米, 14873元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204900418.html
 世茂珺悦府, 渝北 , 照母山 ,309万, 4室2厅2卫 ,143平米, 21608元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/10_204854947.html
 重庆·融创壹号院, 渝北 , 大竹林 ,365万, 4室2厅2卫 ,165.52平米, 22052元/平米 ,西,中层,精装修,https://cq.esf.fang.com/chushou/3_204887423.html
 长嘉汇四期, 南岸 , 涂山路 ,342万, 4室2厅2卫 ,133平米, 25714元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204417909.html
 恒大照母山山水城, 渝北 , 照母山 ,96万, 3室2厅1卫 ,88.8平米, 10811元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204848332.html
 中交中央公园美麓, 渝北 , 中央公园 ,110万, 4室2厅2卫 ,119.39平米, 9214元/平米 ,东,中层,毛坯,https://cq.esf.fang.com/chushou/3_204897283.html
 中交漫山, 南岸 , 茶园新区 ,139万, 4室2厅2卫 ,114.68平米, 12121元/平米 ,南,顶层,毛坯,https://cq.esf.fang.com/chushou/3_204771389.html
 国美江天御府, 江北 , 北滨路 ,170万, 3室2厅2卫 ,113.88平米, 14928元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204890607.html
 棕榈泉悦江国际B区, 渝北 , 悦来 ,215万, 4室2厅2卫 ,182.66平米, 11771元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204880947.html
 融创康桥融府, 渝北 , 照母山 ,318万, 4室2厅3卫 ,130.89平米, 24295元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204252024.html
 渝北三色花园, 渝北 , 花卉园 ,47.3万, 2室2厅1卫 ,73平米, 6479元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204913912.html
 鲁能星城十一街区, 渝北 , 龙头寺 ,83万, 2室2厅1卫 ,83.9平米, 9893元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204911883.html
 海成轨道0309, 渝北 , 回兴 ,121万, 3室2厅2卫 ,85.84平米, 14096元/平米 ,北,高层,精装修,https://cq.esf.fang.com/chushou/3_204913886.html
 龙湖云瑶玉陛, 渝北 , 中央公园 ,138万, 3室2厅2卫 ,98.27平米, 14043元/平米 ,东,低层,毛坯,https://cq.esf.fang.com/chushou/3_204898990.html
 朵力迎宾大道, 大渡口 , 双山 ,82.4万, 3室2厅1卫 ,90.58平米, 9097元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204915856.html
 棕榈泉悦江国际, 渝北 , 悦来 ,330万, 4室2厅3卫 ,238.16平米, 13856元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204880960.html
 金科太阳海岸, 江北 , 寸滩 ,330万, 5室2厅2卫 ,403.19平米, 8185元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204754508.html
 中渝梧桐郡, 渝北 , 黄泥磅 ,380万, 5室2厅2卫 ,165平米, 23030元/平米 ,南, 底层 ,豪华装修,https://cq.esf.fang.com/chushou/3_204905449.html
 望江府江上128, 渝北 , 悦来 ,194万, 4室2厅2卫 ,197.72平米, 9812元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204899612.html
 香港置地壹号半岛, 渝北 , 照母山 ,462万, 4室2厅3卫 ,177.5平米, 26028元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204900541.html
 约克郡.禧悦, 渝北 , 照母山 ,198万, 3室2厅2卫 ,126.76平米, 15620元/平米 ,西,顶层,中装修,https://cq.esf.fang.com/chushou/3_204830398.html
 华侨城云溪别院一期, 渝北 , 礼嘉 ,124.5万, 3室2厅2卫 ,101平米, 12327元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204884340.html
 恒大御龙天峰, 江北 , 北滨路 ,212万, 4室2厅2卫 ,145平米, 14621元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204818433.html
 庆隆南山高尔夫社区云溪苑, 南岸 , 茶园新区 ,143万, 2室2厅2卫 ,135平米, 10593元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204851932.html
 红城丽景, 渝中 , 黄沙溪 ,85万, 2室2厅1卫 ,94平米, 9043元/平米 ,东北,高层,精装修,https://cq.esf.fang.com/chushou/3_204882740.html
 中粮鸿云, 九龙坡 , 蟠龙 ,148万, 4室2厅2卫 ,109.88平米, 13469元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204911440.html
 奥园康城A区, 渝中 , 黄沙溪 ,110万, 4室2厅2卫 ,132平米, 8333元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204881580.html
 金融街·嘉粼融府, 渝北 , 礼嘉 ,680万, 5室2厅5卫 ,530平米, 12830元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204715429.html
 重庆长嘉外滩, 南岸 , 弹子石 ,568万, 5室3厅4卫 ,229.09平米, 24794元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204861728.html
 长嘉汇五期, 南岸 , 涂山路 ,1850万, 6室2厅5卫 ,467平米, 39615元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204881334.html
 广阳ONE博睿庭, 南岸 , 南岸其他 ,81万, 3室2厅2卫 ,91平米, 8901元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204836879.html
 金科十年城北区, 江北 , 石马河 ,83.4万, 2室2厅1卫 ,81.91平米, 10182元/平米 ,西北, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204848378.html
 春风与辰, 九龙坡 , 巴国城 ,138万, 3室2厅2卫 ,93平米, 14839元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204875457.html
 万科颐府, 渝北 , 照母山 ,380万, 5室2厅4卫 ,300平米, 12667元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204863436.html
 约克郡壹号湖畔别墅, 渝北 , 照母山 ,838万, 5室2厅3卫 ,381.64平米, 21958元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204609862.html
 高科江澜二期, 渝北 , 礼嘉 ,248万, 4室2厅3卫 ,160平米, 15500元/平米 ,南,顶层,精装修,https://cq.esf.fang.com/chushou/10_204757343.html
